Date,Open,High,Low,Close,Adj Close,Volume
2023-01-17,187.960007,188.500000,186.050003,188.130005,187.089005,1853500
2023-01-18,188.220001,191.710007,187.520004,187.669998,186.631546,1337800
2023-01-19,185.940002,186.860001,183.639999,184.229996,183.210571,1321200
2023-01-20,185.179993,186.979996,184.220001,186.880005,185.845917,1595900
2023-01-23,187.199997,192.289993,186.309998,191.149994,190.092285,1642200
2023-01-24,188.979996,192.149994,188.779999,189.250000,188.202805,1238900
2023-01-25,186.710007,188.320007,185.850006,187.809998,186.770767,1020400
2023-01-26,188.899994,190.309998,186.800003,190.139999,189.087875,1045800
2023-01-27,189.789993,193.169998,189.610001,190.559998,189.505554,1435900
2023-01-30,188.050003,188.550003,183.589996,184.080002,183.061417,2091600
2023-01-31,184.500000,193.949997,184.389999,193.860001,192.787292,2423200
2023-02-01,193.100006,204.059998,192.559998,202.110001,200.991638,5262100
2023-02-02,209.279999,217.389999,209.279999,214.500000,213.313080,3836500
2023-02-03,212.240005,215.940002,211.419998,214.669998,213.482147,2255100
2023-02-06,213.000000,214.470001,209.190002,210.589996,209.424713,1890000
2023-02-07,209.710007,210.639999,205.940002,209.910004,208.748489,1822300
2023-02-08,209.240005,210.960007,208.250000,209.479996,208.320862,1425900
2023-02-09,210.100006,211.000000,207.869995,208.619995,207.465622,1245400
2023-02-10,206.389999,210.330002,206.110001,209.369995,208.211472,1286700
2023-02-13,207.610001,211.910004,207.250000,211.660004,210.488800,1159500
2023-02-14,210.339996,213.020004,208.600006,212.669998,211.493210,1101900
2023-02-15,211.389999,213.130005,210.000000,213.039993,211.861160,953100
2023-02-16,209.520004,212.759995,209.000000,211.669998,210.498749,1278500
2023-02-17,210.380005,211.850006,209.240005,210.300003,209.136322,993300
2023-02-21,206.679993,207.990005,203.100006,205.649994,204.512054,1715900
2023-02-22,205.649994,207.179993,199.589996,202.830002,201.707657,2388900
2023-02-23,204.820007,205.570007,202.559998,205.179993,204.044647,1345000
2023-02-24,203.240005,204.139999,200.639999,203.279999,202.155167,1387600
2023-02-27,206.039993,208.100006,203.750000,204.059998,202.930847,1324200
2023-02-28,204.039993,206.740005,203.080002,203.220001,202.095505,1464100
2023-03-01,203.250000,206.570007,202.580002,204.330002,203.199356,1179800
2023-03-02,203.320007,207.619995,202.580002,206.929993,205.784973,1092500
2023-03-03,208.460007,210.100006,207.130005,209.080002,207.923080,1612300
2023-03-06,209.600006,211.889999,209.350006,210.130005,208.967270,2148000
2023-03-07,209.720001,209.720001,206.160004,206.320007,205.178360,1526900
2023-03-08,205.899994,209.970001,205.389999,209.539993,208.380524,1073900
2023-03-09,211.080002,213.309998,207.300003,207.830002,206.679993,1954600
2023-03-10,207.190002,207.190002,198.500000,201.190002,201.190002,2537900
2023-03-13,196.970001,199.369995,194.050003,197.389999,197.389999,2267900
2023-03-14,200.000000,201.940002,195.539993,197.889999,197.889999,2582700
2023-03-15,194.000000,195.320007,190.830002,195.300003,195.300003,2674300
2023-03-16,196.289993,205.100006,195.339996,204.050003,204.050003,5068500
2023-03-17,226.050003,226.050003,218.520004,220.309998,220.309998,12660500
2023-03-20,219.990005,221.279999,215.479996,216.240005,216.240005,3336400
2023-03-21,218.220001,222.080002,218.070007,219.830002,219.830002,2006800
2023-03-22,220.419998,223.600006,217.050003,217.059998,217.059998,2191000
2023-03-23,217.889999,222.639999,216.050003,216.919998,216.919998,2583700
2023-03-24,216.880005,218.210007,214.669998,217.600006,217.600006,1772600
2023-03-27,217.320007,221.360001,217.149994,219.820007,219.820007,1869900
2023-03-28,219.880005,222.899994,219.600006,220.440002,220.440002,1357900
2023-03-29,221.770004,223.839996,221.770004,223.649994,223.649994,1674900
2023-03-30,224.740005,225.649994,222.910004,224.399994,224.399994,1647100
2023-03-31,224.990005,228.860001,224.820007,228.490005,228.490005,1653400
2023-04-03,227.320007,228.869995,226.470001,228.839996,228.839996,1980900
2023-04-04,228.550003,229.440002,223.429993,226.490005,226.490005,1753500
2023-04-05,232.100006,235.669998,227.800003,229.929993,229.929993,6601300
2023-04-06,231.009995,235.809998,230.970001,232.100006,232.100006,3675700
2023-04-10,229.360001,233.380005,228.610001,231.600006,231.600006,1880900
2023-04-11,231.660004,233.100006,231.039993,231.529999,231.529999,1971600
2023-04-12,231.759995,232.330002,229.300003,229.470001,229.470001,2507500
2023-04-13,230.000000,231.679993,227.729996,231.070007,231.070007,1797900
2023-04-14,231.110001,232.610001,229.389999,230.690002,230.690002,1525700
