Date,Open,High,Low,Close,Adj Close,Volume
2023-01-17,173.279999,174.009995,171.149994,171.470001,171.470001,313200
2023-01-18,174.350006,174.740005,171.779999,172.050003,172.050003,178400
2023-01-19,168.679993,169.779999,167.080002,168.309998,168.309998,181200
2023-01-20,168.550003,170.270004,168.229996,170.020004,170.020004,381000
2023-01-23,170.289993,172.000000,170.190002,171.630005,171.630005,275400
2023-01-24,171.410004,173.229996,170.639999,172.740005,172.740005,247700
2023-01-25,172.190002,174.110001,171.770004,173.520004,173.520004,147900
2023-01-26,175.089996,175.270004,169.960007,171.300003,171.300003,374600
2023-01-27,172.899994,175.130005,172.500000,173.949997,173.949997,290500
2023-01-30,172.720001,174.089996,172.570007,172.750000,172.750000,201300
2023-01-31,173.419998,174.720001,172.949997,174.690002,174.690002,281700
2023-02-01,173.919998,177.639999,172.850006,176.690002,176.690002,219000
2023-02-02,177.330002,177.690002,175.399994,176.529999,176.529999,221000
2023-02-03,175.860001,180.410004,175.779999,178.759995,178.759995,180700
2023-02-06,175.089996,175.410004,173.300003,174.300003,174.300003,157900
2023-02-07,171.860001,175.059998,170.889999,174.679993,174.679993,150200
2023-02-08,172.169998,172.350006,171.110001,171.949997,171.949997,258500
2023-02-09,174.669998,175.350006,172.589996,173.080002,173.080002,103300
2023-02-10,170.539993,171.130005,169.539993,171.130005,171.130005,118600
2023-02-13,171.529999,174.539993,171.460007,174.240005,174.240005,89800
2023-02-14,173.089996,176.000000,172.389999,175.699997,175.699997,154600
2023-02-15,174.899994,176.839996,174.880005,176.800003,176.800003,89900
2023-02-16,174.740005,176.660004,174.600006,175.270004,175.270004,167500
2023-02-17,174.210007,176.000000,174.089996,175.460007,175.460007,129500
2023-02-21,172.080002,172.940002,171.250000,171.410004,171.410004,104500
2023-02-22,171.669998,172.899994,171.179993,171.460007,171.460007,77500
2023-02-23,172.100006,172.910004,170.520004,172.759995,172.759995,119300
2023-02-24,166.619995,167.169998,163.990005,165.380005,165.380005,203900
2023-02-27,169.020004,169.449997,167.910004,168.910004,168.910004,235600
2023-02-28,168.080002,168.740005,166.419998,166.630005,166.630005,107300
2023-03-01,171.479996,171.880005,168.539993,169.360001,169.360001,240200
2023-03-02,169.059998,171.619995,169.059998,171.320007,171.320007,162700
2023-03-03,172.740005,174.419998,171.830002,174.179993,174.179993,116200
2023-03-06,175.940002,176.770004,175.300003,175.710007,175.710007,95700
2023-03-07,174.940002,175.080002,171.589996,171.830002,171.830002,121900
2023-03-08,171.419998,172.130005,170.039993,170.449997,170.449997,132500
2023-03-09,170.410004,171.160004,167.419998,167.869995,167.869995,124600
2023-03-10,170.639999,171.399994,168.240005,168.309998,168.309998,129200
2023-03-13,165.990005,169.479996,165.990005,167.330002,167.330002,130300
2023-03-14,171.119995,172.429993,170.360001,171.679993,171.679993,88100
2023-03-15,162.860001,166.729996,161.960007,165.669998,165.669998,198400
2023-03-16,166.240005,171.949997,166.199997,171.949997,171.949997,212600
2023-03-17,167.800003,169.199997,166.779999,168.259995,168.259995,132100
2023-03-20,172.309998,173.580002,171.869995,173.000000,173.000000,108100
2023-03-21,174.050003,174.649994,173.029999,174.399994,174.399994,258300
2023-03-22,175.149994,178.500000,174.690002,175.000000,175.000000,117800
2023-03-23,177.500000,178.880005,174.970001,175.720001,175.720001,136400
2023-03-24,175.660004,176.440002,174.100006,176.029999,176.029999,108900
2023-03-27,176.300003,177.270004,175.850006,177.149994,177.149994,68500
2023-03-28,177.169998,177.179993,175.580002,176.190002,176.190002,101000
2023-03-29,179.440002,179.580002,177.860001,178.330002,178.330002,164600
2023-03-30,179.449997,180.740005,179.339996,180.550003,180.550003,140900
2023-03-31,182.639999,184.559998,182.529999,183.729996,183.729996,173000
2023-04-03,182.940002,184.960007,182.750000,184.720001,184.720001,119100
2023-04-04,184.100006,186.899994,184.000000,186.490005,186.490005,110500
2023-04-05,185.350006,186.149994,183.610001,184.539993,184.539993,92900
2023-04-06,181.199997,182.029999,180.070007,181.050003,181.050003,289000
2023-04-10,181.550003,181.550003,178.820007,180.830002,180.830002,83800
2023-04-11,184.360001,185.000000,183.410004,183.660004,183.660004,101200
2023-04-12,184.000000,191.339996,183.000000,189.949997,189.949997,163200
2023-04-13,193.429993,196.880005,193.259995,196.839996,196.839996,199500
2023-04-14,195.960007,197.070007,195.509995,196.589996,196.589996,137400
