Date,Open,High,Low,Close,Adj Close,Volume
2023-01-17,15.910000,16.000000,15.810000,15.870000,15.870000,12794500
2023-01-18,15.980000,15.980000,15.550000,15.610000,15.610000,15019700
2023-01-19,15.500000,15.640000,15.320000,15.440000,15.440000,12618200
2023-01-20,15.460000,15.670000,15.370000,15.650000,15.650000,10179700
2023-01-23,15.620000,15.900000,15.570000,15.730000,15.730000,9675500
2023-01-24,15.730000,15.920000,15.660000,15.830000,15.830000,8008800
2023-01-25,15.690000,16.000000,15.650000,16.000000,16.000000,11417500
2023-01-26,15.960000,16.020000,15.800000,15.850000,15.850000,15471400
2023-01-27,15.870000,16.129999,15.840000,16.059999,16.059999,9739600
2023-01-30,15.970000,16.110001,15.840000,15.850000,15.850000,7910500
2023-01-31,15.870000,15.910000,15.740000,15.900000,15.900000,8837500
2023-02-01,15.800000,15.860000,15.470000,15.640000,15.640000,15549400
2023-02-02,15.720000,15.810000,15.440000,15.630000,15.630000,21030700
2023-02-03,15.540000,15.610000,15.370000,15.550000,15.550000,13305300
2023-02-06,15.510000,15.660000,15.370000,15.660000,15.660000,10517000
2023-02-07,15.590000,15.680000,15.390000,15.640000,15.640000,14946900
2023-02-08,15.590000,15.590000,15.430000,15.450000,15.450000,17201400
2023-02-09,15.500000,15.680000,15.450000,15.460000,15.460000,14830700
2023-02-10,15.510000,15.650000,15.420000,15.540000,15.540000,12446800
2023-02-13,15.530000,15.690000,15.500000,15.660000,15.660000,7887100
2023-02-14,15.600000,15.820000,15.450000,15.580000,15.580000,7120100
2023-02-15,15.510000,15.870000,15.470000,15.830000,15.830000,8237000
2023-02-16,15.630000,15.720000,15.550000,15.550000,15.550000,8072300
2023-02-17,15.510000,15.670000,15.440000,15.570000,15.570000,14652600
2023-02-21,15.520000,15.560000,15.430000,15.450000,15.450000,8136500
2023-02-22,15.320000,15.630000,15.250000,15.520000,15.520000,11073400
2023-02-23,15.600000,15.660000,14.900000,15.280000,15.280000,20598300
2023-02-24,15.350000,15.880000,15.260000,15.780000,15.780000,22768600
2023-02-27,15.860000,16.040001,15.640000,15.750000,15.750000,14505800
2023-02-28,15.690000,15.880000,15.580000,15.620000,15.620000,17590500
2023-03-01,15.540000,15.660000,15.400000,15.610000,15.610000,12277900
2023-03-02,15.570000,15.900000,15.530000,15.850000,15.850000,10877400
2023-03-03,15.940000,16.459999,15.790000,16.350000,16.350000,21831500
2023-03-06,16.299999,16.750000,16.230000,16.740000,16.740000,24730400
2023-03-07,16.740000,16.830000,16.280001,16.330000,16.330000,19183300
2023-03-08,16.320000,16.410000,16.070000,16.320000,16.320000,14022500
2023-03-09,16.350000,16.500000,16.070000,16.150000,16.150000,10156900
2023-03-10,16.129999,16.240000,15.700000,15.830000,15.830000,15193300
2023-03-13,15.700000,16.100000,15.480000,15.760000,15.760000,16752900
2023-03-14,15.980000,16.230000,15.860000,15.990000,15.990000,16025200
2023-03-15,15.790000,15.940000,15.640000,15.860000,15.860000,19732200
2023-03-16,15.790000,16.170000,15.610000,16.160000,16.160000,17443400
2023-03-17,16.200001,16.309999,15.910000,16.100000,16.100000,23888500
2023-03-20,16.110001,16.240000,15.990000,16.000000,16.000000,13050200
2023-03-21,16.120001,16.150000,15.820000,15.970000,15.970000,14663100
2023-03-22,15.850000,16.049999,15.520000,15.540000,15.540000,16890800
2023-03-23,15.550000,15.700000,15.140000,15.290000,15.290000,17885300
2023-03-24,15.150000,15.670000,15.100000,15.640000,15.640000,14287500
2023-03-27,15.710000,15.900000,15.660000,15.750000,15.750000,9622900
2023-03-28,15.780000,15.970000,15.710000,15.740000,15.740000,8931400
2023-03-29,15.780000,16.049999,15.780000,15.840000,15.840000,13361700
2023-03-30,15.910000,15.950000,15.740000,15.890000,15.890000,21105200
2023-03-31,16.000000,16.190001,15.870000,16.170000,16.170000,27983900
2023-04-03,16.200001,16.379999,16.120001,16.190001,16.190001,15849200
2023-04-04,16.290001,16.290001,16.040001,16.129999,16.129999,15386600
2023-04-05,16.190001,16.510000,16.139999,16.500000,16.500000,10844900
2023-04-06,16.580000,16.730000,16.410000,16.709999,16.709999,12843500
2023-04-10,16.590000,16.790001,16.520000,16.780001,16.780001,8241000
2023-04-11,16.750000,16.860001,16.680000,16.820000,16.820000,7971800
2023-04-12,16.549999,17.010000,16.450001,16.959999,16.959999,52420300
2023-04-13,16.969999,17.010000,16.639999,16.799999,16.799999,15447000
2023-04-14,16.780001,16.930000,16.730000,16.889999,16.889999,14403900
