Date,Open,High,Low,Close,Adj Close,Volume
2023-01-17,129.830002,130.970001,128.669998,130.059998,127.999725,3127700
2023-01-18,131.410004,133.820007,128.300003,128.789993,126.749840,3737400
2023-01-19,128.970001,131.910004,127.629997,131.289993,129.210236,2449600
2023-01-20,131.350006,133.449997,130.679993,132.750000,130.647125,2476900
2023-01-23,133.500000,135.029999,133.259995,134.179993,132.054459,2695200
2023-01-24,134.000000,134.860001,132.380005,132.759995,130.656952,2313100
2023-01-25,132.089996,132.800003,130.779999,132.500000,130.401077,2576300
2023-01-26,134.399994,136.000000,132.679993,135.929993,133.776733,2617800
2023-01-27,136.000000,137.949997,134.440002,134.660004,132.526855,3035600
2023-01-30,133.179993,133.520004,131.419998,132.100006,130.007416,2927000
2023-01-31,132.000000,133.729996,131.550003,132.250000,130.155045,4043200
2023-02-01,131.229996,131.740005,125.389999,127.290001,125.273613,4991700
2023-02-02,126.800003,127.110001,123.089996,124.750000,122.773842,3928600
2023-02-03,125.000000,127.820000,124.370003,124.620003,122.645905,4205800
2023-02-06,124.830002,125.269997,122.129997,123.830002,121.868423,2486600
2023-02-07,124.510002,127.970001,123.190002,127.779999,125.755852,2524800
2023-02-08,127.790001,129.539993,127.559998,128.639999,126.602219,4107700
2023-02-09,128.690002,129.009995,126.779999,127.160004,125.145676,2487200
2023-02-10,130.000000,134.220001,129.020004,134.139999,132.015091,4041000
2023-02-13,133.160004,134.729996,131.240005,133.279999,131.168716,2936800
2023-02-14,131.600006,134.240005,131.250000,133.130005,131.021103,2190200
2023-02-15,131.270004,131.720001,126.510002,128.529999,126.493958,4344500
2023-02-16,127.709999,128.520004,124.989998,125.139999,123.157669,2877200
2023-02-17,122.199997,122.620003,117.389999,118.419998,116.544121,6201900
2023-02-21,118.419998,119.680000,117.720001,119.230003,117.341293,4582000
2023-02-22,118.889999,120.849998,116.790001,117.570000,115.707581,3772400
2023-02-23,120.019997,120.199997,117.510002,119.529999,117.636528,3846400
2023-02-24,114.809998,115.910004,111.779999,114.260002,112.450020,8752100
2023-02-27,114.489998,115.199997,113.099998,114.750000,112.932251,4772200
2023-02-28,115.820000,115.930000,112.669998,113.019997,111.229652,4907100
2023-03-01,113.330002,118.680000,112.870003,118.010002,116.140610,4942200
2023-03-02,117.540001,121.720001,117.519997,120.800003,118.886421,5850900
2023-03-03,119.019997,122.000000,118.730003,121.769997,119.841049,4824800
2023-03-06,121.000000,121.519997,118.919998,120.910004,118.994675,3893100
2023-03-07,119.800003,120.540001,117.809998,118.260002,116.386650,3020700
2023-03-08,117.500000,119.580002,116.699997,117.830002,115.963463,2807500
2023-03-09,118.260002,119.519997,114.370003,115.000000,113.178291,4649300
2023-03-10,113.959999,115.889999,111.519997,112.180000,110.402962,4313000
2023-03-13,109.330002,112.309998,106.830002,109.099998,107.371758,4301400
2023-03-14,109.440002,111.970001,106.709999,109.199997,107.470169,4556500
2023-03-15,104.169998,105.800003,100.190002,101.480003,100.795502,6558500
2023-03-16,99.360001,104.779999,98.519997,104.480003,103.775269,6637900
2023-03-17,104.250000,104.849998,101.589996,102.750000,102.056938,11147800
2023-03-20,102.910004,106.410004,102.910004,105.449997,104.738716,3560600
2023-03-21,107.800003,109.339996,106.269997,108.620003,107.887344,4177100
2023-03-22,108.870003,109.269997,105.620003,105.730003,105.016838,3803800
2023-03-23,106.400002,107.559998,103.459999,104.779999,104.073242,3868300
2023-03-24,101.910004,106.120003,101.559998,105.489998,104.778450,4183200
2023-03-27,106.790001,109.129997,105.620003,108.379997,107.648956,3745100
2023-03-28,108.059998,110.849998,108.059998,110.410004,109.665268,3283000
2023-03-29,112.029999,112.870003,111.129997,112.680000,111.919952,3949600
2023-03-30,113.750000,113.790001,112.599998,113.540001,112.774155,4455600
2023-03-31,114.000000,114.940002,113.489998,114.629997,113.856796,4939800
2023-04-03,120.669998,122.250000,119.500000,121.410004,120.591072,5011800
2023-04-04,122.250000,122.519997,117.269997,119.620003,118.813148,3631000
2023-04-05,120.019997,120.610001,117.809998,120.370003,119.558090,3263400
2023-04-06,119.660004,120.269997,118.900002,119.370003,118.564835,2843200
2023-04-10,120.669998,122.739998,120.040001,120.370003,119.558090,2975900
2023-04-11,121.949997,122.610001,120.570000,121.680000,120.859253,2184200
2023-04-12,121.650002,122.879997,121.510002,122.309998,121.485001,2805100
2023-04-13,121.730003,122.500000,120.900002,121.290001,121.290001,2912800
2023-04-14,121.500000,122.580002,120.900002,121.610001,121.610001,2442400
